distance_m,maxSpeed_km_per_h,trafficSpeed_km_per_h,baseSpeed_km_per_h,road,road_number,actions,road_type
2631,32.00000148,17.000000280000002,17.000000280000002,Cromwell Road,A4,,Trunk
2675,32.00000148,30.000002400000003,30.000002400000003,Cromwell Road,A4,,Trunk
2687,32.00000148,32.00000148,32.00000148,Cromwell Road,A4,,Trunk
2709,48.00000240000001,48.00000240000001,48.00000240000001,Cromwell Road,A4,,Trunk
2856,48.00000240000001,45.99999972,45.99999972,Cromwell Road,A4,,Trunk
2945,48.00000240000001,45.99999972,45.99999972,Cromwell Road,A4,keep (left),Trunk
2946,48.00000240000001,30.000002400000003,30.000002400000003,West Cromwell Road,A4,,Trunk
3082,48.00000240000001,42.0000012,44.00000028,West Cromwell Road,A4,,Trunk
3088,48.00000240000001,43.00000092,44.00000028,West Cromwell Road,A4,,Trunk
3132,48.00000240000001,45.99999972,45.99999972,West Cromwell Road,A4,,Trunk
3192,48.00000240000001,47.00000268,45.99999972,West Cromwell Road,A4,,Trunk
3209,48.00000240000001,47.00000268,47.00000268,West Cromwell Road,A4,,Trunk
3224,48.00000240000001,47.00000268,45.99999972,West Cromwell Road,A4,,Trunk
3236,48.00000240000001,44.00000028,43.00000092,West Cromwell Road,A4,,Trunk
3399,48.00000240000001,40.000001759999996,33.0000012,West Cromwell Road,A4,,Trunk
3503,48.00000240000001,28.00000116,26.000000280000002,West Cromwell Road,A4,,Trunk
3532,48.00000240000001,21.0000006,21.0000006,West Cromwell Road,A4,,Trunk
3589,48.00000240000001,21.0000006,21.0000006,West Cromwell Road,A4,turn (left),Trunk
3590,32.00000148,21.0000006,21.0000006,North End Road,B317,,Access
3604,32.00000148,20.000000879999998,22.999999680000002,North End Road,B317,,Access
3641,32.00000148,22.00000032,24.000001200000003,North End Road,B317,,Access
3660,32.00000148,25.00000092,25.00000092,North End Road,B317,,Access
3667,32.00000148,27.0,27.0,North End Road,B317,,Access
3678,32.00000148,28.00000116,28.00000116,North End Road,B317,,Access
3705,32.00000148,28.00000116,28.999999080000002,North End Road,B317,,Access
3739,32.00000148,32.00000148,32.00000148,North End Road,B317,,Access
3750,32.00000148,34.00000092,34.00000092,North End Road,B317,,Access
3789,32.00000148,33.0000012,33.0000012,North End Road,B317,,Access
3863,32.00000148,33.0000012,33.0000012,North End Road,B317,arrive,Access
3864,,,,,,,Local
